agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend,calm,148,20,True,0.00229388002250025,-0.00278598956830755,0.28378378378378377,0.024293088554386045,0.09442521140796223,0.09442521140796223
trend,neutral,77,20,True,-0.0024134250898694477,-0.0065629664642738,0.23376623376623376,0.021280186765267498,-0.11341183780438077,-0.11341183780438077
trend,stressed,70,20,True,-0.0034808475113166336,-0.0075814219235154495,0.2571428571428571,0.017154758840992917,-0.20290856569774793,-0.20290856569774793
mean_reversion,calm,59,20,True,-0.0004806677004869823,0.0078463309715958,0.6610169491525424,0.02187689824035729,-0.02197147398163937,-0.02197147398163937
mean_reversion,neutral,37,20,True,0.00411033945310201,0.0029111084349434,0.6216216216216216,0.019506430430823396,0.2107171513352331,0.2107171513352331
mean_reversion,stressed,28,20,True,-0.004857245886185033,0.004315553200055,0.5714285714285714,0.0318873682230498,-0.15232507907861678,-0.15232507907861678
random,calm,78,20,True,0.0020900306141018008,-7.96841985345874e-05,0.5,0.03139857563021868,0.06656450403088697,0.06656450403088697
random,neutral,46,20,True,-0.0017170888351160515,-0.00047155708645710005,0.5,0.028278211124952796,-0.0607212679588804,-0.0607212679588804
random,stressed,44,20,True,0.001883830208894148,0.00082009464320035,0.5227272727272727,0.024682284875347026,0.07632316936653386,0.07632316936653386
momentum,calm,87,20,True,0.005452741878538411,-0.0011852007847676,0.3448275862068966,0.04361255661711032,0.12502687990548028,0.12502687990548028
momentum,neutral,24,20,True,-0.005641308570632472,-0.00539337817418625,0.3333333333333333,0.017273142440907788,-0.3265942251059208,-0.3265942251059208
momentum,stressed,28,20,True,-0.007827964891217124,-0.0073922558892121504,0.25,0.01788960287686518,-0.4375706350273567,-0.4375706350273567
breakout,calm,28,20,True,0.02843978067740537,0.00064977221281075,0.5,0.07429700428409583,0.3827850254723291,0.3827850254723291
breakout,neutral,20,20,True,-0.0035164028365126084,-0.01213994704208015,0.4,0.02517846753053803,-0.1396591286680849,-0.1396591286680849
breakout,stressed,18,20,False,-0.011575552703697072,-0.014454943407162302,0.2777777777777778,0.027066504780670447,-0.4276707612415385,
