candidate_id,candidate_name,candidate_family,is_control,ticker,split,split_start,split_end,split_rows,signal_count,rejected_signal_count,trade_count,average_holding_bars,actual_cumulative_return,mean_simulated_return,median_simulated_return,std_simulated_return,RCSI,RCSI_z,p_value,percentile,classification_raw,classification_raw_label,simulation_count,research_grade,null_model,seed
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.33056330419958696,0.310860981590796,0.21424987885768376,0.45644897243521615,2.1304514843549294,0.02999850007499625,97.00514974251287,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94001
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.32794979834437743,0.3066481302202127,0.2160453346105402,0.4590624782904257,2.124843284017064,0.029798510074496274,97.02514874256288,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94002
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.32922818908441476,0.30741591627656084,0.21533206022633794,0.45778408755038835,2.1259448642678027,0.029548522573871305,97.05014749262537,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94003
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.3294942536871664,0.3100686053858597,0.21530500228526794,0.4575180229476367,2.1249762805856647,0.030048497575121243,97.00014999250037,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94004
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.33042027693569237,0.31371742934216007,0.21405439302566082,0.45659199969911074,2.1330653075845754,0.028498575071246438,97.15514224288786,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94005
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.3284724776886808,0.30948759245241086,0.21252271310269766,0.4585397989461223,2.1576037320987025,0.02679866006699665,97.32513374331283,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94006
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.3270074739272167,0.3073452577406621,0.21264766531666743,0.4600048027075864,2.163225267592585,0.02664866756662167,97.34013299335034,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94007
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.330839160887425,0.31134025826839007,0.2159702583242785,0.4561731157473781,2.1122034084083743,0.030198490075496225,96.98515074246288,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94008
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.32902768596204984,0.30997062710606743,0.21524018138945,0.45798459067275327,2.1277838910760245,0.02734863256837158,97.27013649317534,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94009
cand_vol_managed_momentum,Volatility-Managed Momentum,volatility_scaled_momentum,False,GC=F,holdout,2021-05-24,2026-03-30,1220,64,0,64,8.625,0.7870122766348031,0.32773801871495345,0.30719059975785223,0.21499307739193846,0.45927425791984966,2.136228121813335,0.02854857257137143,97.15014249287536,strong_skill,Strong Skill,20000,True,structure_preserving_random_timing,94010
